extracted_features,meaningful,weight
make selection,,0.9427333627616463
add menu,,1.2658295904406605
full refund,,8.796299763661088
ask supervisor,,0.75695507105235
charge receipt,,1.2906730043306516
use competitor,,2.184514676534935
menu change,,1.6593601499836328
extra fee,,3.631952090957815
take picture,,3.59112572092827
delete app,,21.22172336606225
double dash,,0.9634313690263206
cancellation fee,,1.1147757380907994
give star,,9.284291709145663
charge additional,,1.5707320648907166
high price,,1.747899878007176
grubhub guarantee,,1.3571803747510995
refuse fix,,1.0876856246797428
tip base,,0.8048978768803707
charge bank,,2.001439976381461
estimated delivery,,1.5468990800386078
support member,,1.0603045595289065
follow email,,1.10818903340394
take long,,4.306675930012644
fix issue,,4.197209260984685
refund missing,,1.3044404024967062
next day,,2.5960696161491152
miss half,,2.5637682701503115
fix next,,1.240417411613171
cancel explanation,,1.1334706005565478
few second,,1.0153639564382135
single thing,,0.779132580001662
additional fee,,1.5803844926392825
different location,,1.865847774603782
switch grubhub,,2.188585971250841
menu price,,1.0960288085166514
pay dashpass,,1.059368151609425
tax tip,,2.0712078794714603
ask speak,,1.9022528089401085
food allergy,,0.6760505890311115
change address,,2.1268667647439985
find frustrate,,1.5026852145178449
priority delivery,,3.603910622989338
refuse refund,,5.4233306109522275
month free,,1.317458588449937
proceed tell,,1.2530174109608234
get tire,,1.1392746063257964
store close,,1.8459948157173145
most people,,1.14964536649319
do qualify,,0.9170154778680017
waste time,,13.549276860162738
wrong location,,3.5388937879283553
let talk,,0.9396425655421587
cancel subscription,,3.022158853114298
say okay,,0.834500091790686
support claim,,0.8311306209809941
charge full,,2.4322730318927523
number email,,1.2181380282745027
restaurant owner,,1.2532239967194039
numerous time,,1.1249809169270424
include tip,,1.5121797980519056
try explain,,0.8708696611674915
give partial,,1.2388671444656374
receive notification,,2.204109588693882
speak someone,,1.1876237216744177
lunch work,,1.794260474956404
grubhub member,,1.8092876088372618
menu item,,2.7977672371562137
hard work,,1.3417409565849223
switch doordash,,2.3943758258799566
try figure,,1.2755243179970506
restaurant website,,1.5155929908937016
estimate delivery,,2.944603933072199
fix problem,,2.2673326637650955
horrible experience,,2.597190616115612
report problem,,1.172926839987301
delivery apps,,8.200504331044026
give coupon,,2.3999594820037276
spend least,,1.0466704441798222
have nerve,,1.5792035582613846
have transportation,,0.804824028130779
wrong house,,3.4606331803572754
lose business,,2.3597095722360075
live person,,0.7662496453638366
stick other,,1.3033815573584195
favorite restaurant,,1.5258112116667013
additional charge,,1.0221240900547226
find hard,,1.0923681436084032
treat customer,,4.130781385878317
find new,,1.9903859088240754
tell enter,,0.8485609802120149
right location,,0.8797618784576482
full price,,1.1499040033460945
order panda,,1.1824251345050492
order subway,,0.8630584441276368
compare doordash,,0.8705586020585543
late cold,,1.8647586310735575
base tip,,1.0757659357463103
last week,,1.0817683931260187
last few,,1.5782185474040236
delivery fee,,21.097055726908458
refuse drive,,1.1157899199560624
leave review,,3.267024260146859
right address,,0.9437460159242034
decent customer,,0.916109531937072
same error,,1.0056961930055248
year love,,0.8268770029569352
free delivery,,6.202622955498074
let add,,1.276061727678448
fast delivery,,1.6139695539191097
open late,,0.951173557117805
meal cost,,1.4454372312105062
multiple time,,9.578373096737494
drop location,,1.0471936221614686
give credit,,9.709260674063398
such bad,,1.0565004810982432
less minute,,1.3059211178471268
level service,,2.056261880728627
min late,,0.8799447038181036
hate app,,3.2582527638351255
do favor,,2.656861943255997
email response,,1.0823392943535683
good deal,,2.453121191756291
make mistake,,1.6814008591553482
request refund,,4.335006594350973
way run,,1.3972799068750308
tip top,,0.9682175039125888
open door,,1.7265526639485318
miss part,,1.192792298557264
last year,,2.0199473011001787
half meal,,1.3369240989762106
reach customer,,4.436565911883343
local restaurant,,2.25703685980238
couple day,,0.861986404257439
hang call,,1.1895195180071327
low pay,,0.7342843295902525
doordash couple,,1.6627386822994847
deny refund,,0.8890644259722404
put house,,0.8746984584737362
number call,,2.356180339507792
lucky get,,1.0168582941343696
wait min,,2.90612894993298
terrible customer,,8.9659884144764
premium service,,1.7645120096326106
free meal,,0.8309337593352295
option add,,1.636727487878232
use platform,,1.804759994394958
get push,,2.4555425937195827
uber ride,,1.0534825393011462
first time,,17.88112268311797
only problem,,0.8778311896442691
try resolve,,1.665497632750152
half hour,,2.3777717025203744
seem think,,1.3252877820409412
inedible food,,0.9361149097572257
say sorry,,2.3533591602913866
offer credit,,3.348009923073477
receive notice,,1.0371344884685276
only way,,1.7704868630092245
local fee,,0.9485879465213678
do worry,,2.407697778806196
support system,,0.5773502691896257
leave house,,1.5636317441340455
service department,,0.8425138254000605
star review,,1.3022495932398672
notification day,,1.5462735981230358
contact customer,,14.80725780495924
apology customer,,1.3851253077495493
do bother,,3.206813172587464
forget item,,2.6796566162107003
instruction leave,,1.0359619419642834
resolve problem,,1.0506867061690452
express delivery,,1.1926381608186147
whole thing,,1.1154420547778783
hour estimate,,0.9723301940086679
few minute,,2.2740332771287695
try apple,,0.659167873951352
work like,,0.5548459836024968
next thing,,1.515098428767597
receive text,,1.239096024822956
do care,,18.09486879646144
thing happen,,3.3430003970664464
cancelled order,,1.3964185626324266
couple minute,,1.321121345083077
refuse help,,2.0221681514973584
manage get,,1.2883792868613475
estimated time,,0.9613043328980423
have clue,,1.0410235386340567
tell everyone,,1.5887514490739447
pick choose,,0.6406283949778596
decide cancel,,2.3662211079637867
driver disappear,,1.291539432885859
fee family,,0.7565236082720859
show star,,0.8962447552969315
few dollar,,1.3635481240894856
second dasher,,0.9126851402447274
work payment,,0.9663862050930829
get confuse,,1.2056089894555446
steal dollar,,0.750296699217261
bad review,,2.2264131640470133
several day,,1.1314695284320835
hold minute,,1.4319506943955749
save more,,0.8909917544880489
big tip,,1.191736519532062
ask full,,1.792645798035706
delivery window,,0.9134774141291793
time effort,,1.525488732482919
lack customer,,1.3292510465707894
have idea,,3.9918275907448755
food myself,,1.1589460754603114
grab food,,1.8213715128917976
ask much,,1.4514890030029828
let keep,,1.1980714025281136
lie say,,1.806612227885775
guy need,,1.146449188117005
make right,,3.470408275371079
allow change,,0.7516594075484917
next door,,1.2076204099904746
message say,,4.509369175856634
work great,,2.080079323023612
lose money,,3.3535201425693257
charge extra,,2.05833286663062
long time,,5.94834999965359
incorrect item,,1.4203482406927006
pay additional,,0.9223767238360459
second time,,8.315595731029658
someone high,,0.9041299529111294
delivery person,,7.123804302422252
delivery instruction,,3.213636260855805
take hour,,11.6598605949062
drop wrong,,1.7274005337880498
receive email,,2.188258798956655
lunch hour,,1.2497974196576456
depend service,,1.2373261268856848
service apologize,,0.642537351910108
good quality,,1.0026883961464867
many people,,2.234640017082673
fulfill order,,2.68289169291723
party delivery,,1.0795046809063482
great experience,,2.481129470071402
uber member,,2.2491494358177997
grocery item,,0.6646741229170124
many issue,,4.7064073403903475
store credit,,1.8103612859805798
check see,,1.3030751230288085
feel bad,,0.9976665621436352
info restaurant,,1.055272696922775
lot money,,2.9318417143961826
give information,,1.2400212024046913
option change,,1.367273888316615
price high,,0.867539502114502
few time,,5.963882808831949
money watch,,0.44449754151696297
return money,,0.6414421162981103
service representative,,2.084495477757668
tip include,,1.067304235510998
pay membership,,2.093882397760743
most time,,3.4859983196499473
most other,,1.0972737155253958
hair food,,1.3780528037750788
same message,,1.0789398355018363
girl do,,1.0276395634937159
pick min,,1.3891836126104344
day free,,1.162661297234092
speak support,,1.051088609896671
find house,,1.8678989968079611
phone call,,2.309484689706683
few day,,1.6674038025093192
figure try,,1.2970284424655225
refund request,,2.8510085013891584
deliver wrong,,8.654047994872657
different place,,3.458916108625663
new account,,1.1680771440459379
minute late,,2.8344695790615555
way easy,,1.248905380254613
issue resolve,,1.6213210107670835
whole day,,0.5303254717259164
much money,,2.9120640852492663
take care,,3.480945790939316
take photo,,0.8633272729324715
dash year,,1.9621372152442875
blame restaurant,,1.2137444123679324
miss drink,,1.0940221954064169
call text,,1.089493618594448
multiple people,,1.8442373859479595
get further,,1.3464215466610723
fee total,,1.2310239298719863
poor customer,,2.695829452903299
do matter,,4.557268126724161
do anything,,11.741227864289245
el order,,1.5719916478465705
ask talk,,1.1123895828522974
wait minute,,5.341130831105431
call bank,,1.2362466170824968
more half,,0.8694360324009999
many other,,2.468074984745544
continue use,,3.9495670054051217
first agent,,0.9862957761054375
lot more,,1.3698847075892222
change email,,0.8151436563505137
respond call,,1.245851149579057
food safety,,0.832912228943102
use apple,,1.2510017004278506
more money,,4.892778270694078
change tip,,2.6141955204581815
good most,,0.9860399533246776
pay convenience,,1.2360601971022687
use gift,,3.062023870457555
service number,,3.6777170639202916
take min,,3.063353273954422
available item,,1.0641121028255571
send second,,0.5945912769611255
good experience,,3.7315298468842926
support number,,0.6760338818972003
someone pick,,1.9707787492381441
charge more,,3.704465840265095
online delivery,,0.864684579016064
anything help,,1.7180653174570344
minute hold,,1.239529122372418
sign uber,,1.8157748861524676
dollar credit,,1.519093813258166
able find,,1.436310675625235
try type,,0.9491224927219004
first only,,1.0806464320781168
grubhub membership,,1.0912420227379882
receive message,,1.7049915830976072
offer dollar,,1.0106818169531826
big issue,,0.8952590477403035
do job,,3.9726025531877704
order breakfast,,3.0590508854299965
get feed,,1.0561721918688742
charge card,,2.65244331043333
group order,,1.3437900982270379
first experience,,3.001821165345647
bad one,,1.1866791570542938
come bring,,0.9689477633723284
someone put,,0.7320984041183638
bother use,,1.8378060725751173
easy use,,3.804167411529219
make matter,,0.7414940113302079
take minute,,6.515181385630305
door open,,0.9552821539583367
ur food,,0.6891719349579231
love grubhub,,1.7878273950121346
refuse give,,1.7977247835467467
happen multiple,,1.4534852085082781
hold hour,,1.305994423181075
want eat,,2.1729924727363232
nothing help,,2.2763324130577844
couple time,,2.3869072169121166
poor service,,2.032228440223256
same price,,1.279765825092779
care customer,,5.589641836633831
different people,,1.4003230133769122
extra money,,2.0591641664788005
credit next,,1.1445940204281428
location minute,,1.5264202230433805
whole hour,,1.5797247572165805
email say,,3.7461634883743233
drop food,,5.439528937267496
have interest,,1.0214352157522069
doordash user,,1.135591853622841
drop other,,1.472264791748254
receive response,,1.7647666368931771
driver ignore,,1.3527890944057384
charge dollar,,2.4151071763810625
restaurant page,,0.6077511694593032
do wan,,1.0454773320985589
several time,,2.835032010170303
bad business,,2.071101698348355
steal food,,5.68043282310833
much good,,1.716985829163974
recommend app,,4.195774326781675
pay more,,4.448379395243267
driver proceed,,0.9087612804026828
terrible company,,2.5635384262391745
different person,,1.2243655521177903
arrive late,,1.192050123658137
try contact,,6.101180175607287
long day,,0.7132694626546925
message ask,,1.1684240946504227
chat someone,,1.1664784207379468
fast food,,1.9637973270136335
mix order,,1.0438435618901318
order arrives,,1.054820526787557
doordash past,,1.5411200177053055
minute phone,,1.0361523938333053
try new,,2.622635259560428
forget cancel,,1.7825182777584017
refund entire,,1.5478690614693016
love doordash,,2.7940611140493976
spend money,,2.227600732935346
chat option,,1.0078847868035292
nothing send,,0.5239927604788306
give discount,,1.1180277448034284
take business,,3.4557254210387076
last time,,8.580310322012423
spend hour,,1.8905446855775554
email account,,1.2155156441670563
money hungry,,1.1779641263537954
open app,,4.4731995412207946
try report,,1.2920776423995004
apartment driver,,1.1044310606060022
rate driver,,1.6837067449786212
wait long,,1.3276586909056802
restaurant blame,,1.3065509635233943
give run,,0.9519440104012588
try reach,,1.3852433161220095
call restaurant,,12.71815539785816
get confirmation,,1.2731306813133325
get scammed,,0.7837144809768295
wait week,,0.9967218136181915
more few,,0.7992945071079925
offer refund,,4.096874488469025
restaurant area,,1.6786014672807763
mcdonalds use,,0.35504149505714705
do know,,15.067973433164706
stop use,,3.692505472508476
direct delivery,,0.9319823405824292
wait hold,,0.9958502746285589
client do,,0.8563672649088874
favor do,,1.413853261657886
next time,,5.116203384215137
order taco,,1.5874250029096144
mistake make,,0.7284719946385136
rate restaurant,,1.485785948382232
first thing,,2.0015327771860703
lose customer,,3.813866508701289
hour late,,1.9307415709828282
service agent,,2.852068104020801
good option,,2.3905297310138023
lack driver,,1.089737449347361
contact grub,,1.2729560873066625
talk customer,,2.633584467567197
same meal,,1.181904913676436
offer help,,1.4951308910252636
cancel reason,,2.442577971197488
waste money,,2.7042256074530915
same location,,0.9916667263585897
uber employee,,0.9317452541497834
plan use,,1.478886098896127
horrible customer,,4.119839473188107
mean tell,,0.8371697072628581
get text,,2.5379482602937804
minute drive,,1.786884468631149
assign delivery,,0.6047219812350888
proof delivery,,1.3130313775795277
many time,,6.1484998963721615
incomplete order,,1.3284443175711234
try different,,2.591894182356892
same issue,,3.3229356925964764
bring food,,4.6537647484448454
get reimburse,,1.54917349572859
min wait,,1.273503297505671
single time,,2.0344277539041493
grubhub gift,,0.9264369579906463
delivery guy,,2.328253227514316
have access,,1.769147452476286
many review,,0.8787603482157268
fee tip,,3.572533929398266
driver name,,1.0769232024034048
update contact,,0.9444520850346868
other delivery,,8.911567220681412
drive pick,,1.052509141262843
impossible get,,1.0861300277044619
love app,,5.478369669452553
keep happen,,1.7019667484895047
use app,,36.86471027730466
delay hour,,1.167162869751437
pick multiple,,1.4491041969148912
grubhub live,,0.2803178613653106
find other,,1.8546304697175857
order jack,,1.154291173795989
instruction call,,1.1521935329059267
take cash,,0.7416846776514381
keep come,,1.9467309008570493
restaurant confirm,,1.333310896622932
horrible service,,6.8693420504148435
money spend,,1.8048347936936682
have scroll,,1.327488349956942
more option,,1.5039867224707988
rep say,,1.5662234384537863
charge amount,,1.2136719453331155
charge month,,1.6280558818058222
doordash agent,,1.4266292425621723
arrive hour,,2.0273942364426176
use uber,,25.426919906841558
last experience,,1.9364985474889218
credit account,,2.332921722352998
try fix,,1.5606994206437492
minute response,,0.9028199144311551
own food,,3.6983982660356536
first place,,2.8939383821989244
do read,,2.8323084597936994
restaurant mess,,1.9233750968576675
want add,,1.468895167023371
many option,,1.5654031855181234
everything work,,1.1865163166298438
food trust,,0.3023004991237374
throw food,,1.7485136591212034
actual restaurant,,0.9113724486113539
doordash refuse,,1.0126670385428702
place order,,37.104262107388124
suppose give,,0.8851523985201925
support chat,,1.1550532364824804
arrive cold,,1.0180917511518048
find way,,1.8744105881066613
use doordash,,15.118005441674061
have lead,,0.9471647176220249
have recourse,,1.244470945223281
penny have,,1.232877633097416
show minute,,1.4227656975270837
worth food,,3.6699469338553588
do recommend,,6.724220731891026
drive other,,0.912194211064524
prepare order,,3.1587879830752335
service fee,,11.47717804361024
driver assign,,0.799695457854824
fee add,,1.0787386284739955
use postmates,,4.596423023086219
buy uber,,1.583370384351247
people work,,2.1586836091224724
card company,,1.6884032836499423
amount time,,3.4725159954580116
tell due,,1.2606389469573935
place past,,0.9802755282971015
difficult get,,0.9967345661217777
give refund,,9.990348159008802
address issue,,2.1383321387667102
say rate,,1.2162622877167242
shift be,,1.0328174092581486
be alright,,0.8637073148610115
be familiar,,1.0977531469180115
be functional,,0.8785625805136634
be interested,,1.7070562911754634
be possession,,0.7940436228729216
be reluctant,,0.8621895696813549
be successful,,1.3429713681320152
be unavailable,,0.6463460465575116
be wheelchair,,1.7294990779622763
keep send,,1.1702467348223886
door dasher,,1.08676909764939
top pay,,0.5706357970610619
doordash ubereats,,1.1683173125718498
ubereats doordash,,1.6209733843180345
minute house,,1.3631683026831383
receive full,,1.0782265489817444
go store,,2.729554175912821
give option,,2.724983398981424
first dasher,,0.8126365970191705
nothing do,,9.679424942864232
provide good,,0.9636916458017383
tip much,,0.9127329608896417
time pass,,0.8528186091552304
track driver,,0.9888635112340977
order advance,,1.2809042402058077
get annoy,,0.847812833180025
text say,,1.1923674901987606
decide give,,1.9976514480537437
continue give,,0.7319862096038239
pizza place,,0.9112893076353407
different restaurant,,3.431284817892492
quality food,,2.5772322703573556
tell sorry,,1.3642822863653843
do appreciate,,1.8018141315289193
process refund,,1.7368994139410514
person deliver,,2.906260985006031
refund past,,1.1565158367566246
be able,,20.28235589531812
food arrive,,7.60345537155008
do want,,15.70984237353283
leave chat,,1.5921671640489294
item menu,,1.114266891002419
end day,,1.5648262475484562
driver follow,,1.8837532290895191
take money,,6.277634624547409
support tell,,2.856576751011056
add more,,0.9845177307900126
more dollar,,0.5948701195582646
get partial,,0.7906169052332686
driver drop,,2.842542121800976
be eligible,,4.816963299701028
bad customer,,8.024410870185243
cost item,,1.3375126871617957
pick food,,9.778964009746389
be suppose,,10.119131235258678
communication driver,,0.9778583025121192
driver forget,,1.535233068440172
long wait,,0.9263558169119026
want full,,0.8043189523574434
company think,,1.1718325194884118
hot food,,1.509333901912101
prepare food,,1.1447280392318748
order status,,1.7183344014726774
do blame,,1.9630263116135975
put credit,,0.8686444097725393
look good,,1.0642742373157368
refund small,,0.9755593016194639
stick uber,,1.6111089866147892
food saw,,0.2908111380221021
account change,,0.9916286469871212
be careful,,2.952654338929125
something wrong,,1.8515789237655622
trash service,,1.1798751177090498
hold money,,1.1420561192311263
bad company,,2.1665656828155457
have covid,,1.0445171737208867
have unlimited,,0.7804589748209034
come cold,,1.3841497588660912
app hate,,1.0602528187218272
be aware,,4.201988980002382
go home,,1.7038522486051046
call email,,1.3875813932951842
make feel,,1.1311315209777129
company need,,1.1812269351409426
restaurant choose,,1.929238425314121
cancel due,,0.9844240276998354
go pick,,5.421343822271607
do solve,,1.3811113017665115
get connect,,0.97829442971484
use ubereats,,3.434085104082986
help chat,,1.2843496685188645
grubhub decide,,0.923919092489777
way contact,,2.3203976691872374
phone try,,0.9395327507437299
address leave,,1.3559072135361847
attempt use,,1.276443964196168
use different,,4.083477353464529
call customer,,8.761365946023053
cold food,,7.069792135410794
place eat,,1.2520188066949247
fill order,,1.0768245630194426
order group,,0.809323717655507
order row,,0.9040237158118181
replacement order,,1.0905315851995947
give money,,6.667338626931054
blame driver,,0.9788749013670297
give dollar,,1.8913327516046836
do meet,,0.71547058861292
man do,,0.6576899976125249
wait response,,1.0364566935886932
be frustrated,,3.629494100833007
be shock,,2.5139731778507524
something happen,,0.7876046171464243
treat driver,,1.938164775448707
free grubhub,,1.0503159306422931
